,Hydropower,Environment,Recession,Sugar,Cotton
1995-04-02,14530000000.0,7400000000.0,3252000000.0,3889000000.0,2932000000.0
1995-04-03,14520000000.0,7404000000.0,3256000000.0,3881000000.0,2925000000.0
1995-04-04,14510000000.0,7409000000.0,3261000000.0,3873000000.0,2925000000.0
1995-04-05,14500000000.0,7412000000.0,3263000000.0,3864000000.0,2922000000.0
1995-04-06,14480000000.0,7415000000.0,3266000000.0,3855000000.0,2928000000.0
1995-04-07,14470000000.0,7420000000.0,3272000000.0,3848000000.0,2922000000.0
1995-04-08,14460000000.0,7425000000.0,3276000000.0,3840000000.0,2931000000.0
1995-04-09,14440000000.0,7428000000.0,3279000000.0,3831000000.0,2922000000.0
1995-04-10,14430000000.0,7431000000.0,3281000000.0,3821000000.0,2928000000.0
1995-04-11,14410000000.0,7434000000.0,3284000000.0,3812000000.0,2921000000.0
1995-04-12,14390000000.0,7438000000.0,3287000000.0,3803000000.0,2931000000.0
1995-04-13,14380000000.0,7441000000.0,3290000000.0,3794000000.0,2923000000.0
1995-04-14,14360000000.0,7445000000.0,3292000000.0,3784000000.0,2928000000.0
1995-04-15,14340000000.0,7450000000.0,3296000000.0,3777000000.0,2922000000.0
1995-04-16,14320000000.0,7454000000.0,3299000000.0,3769000000.0,2930000000.0
1995-04-17,14300000000.0,7458000000.0,3302000000.0,3760000000.0,2923000000.0
1995-04-18,14280000000.0,7462000000.0,3304000000.0,3751000000.0,2928000000.0
1995-04-19,14270000000.0,7473000000.0,3313000000.0,3749000000.0,2927000000.0
1995-04-20,14260000000.0,7488000000.0,3326000000.0,3751000000.0,2930000000.0
1995-04-21,14250000000.0,7506000000.0,3342000000.0,3756000000.0,2937000000.0
1995-04-22,14240000000.0,7522000000.0,3356000000.0,3760000000.0,2943000000.0
1995-04-23,14240000000.0,7550000000.0,3381000000.0,3774000000.0,2960000000.0
1995-04-24,14240000000.0,7581000000.0,3410000000.0,3793000000.0,2980000000.0
1995-04-25,14230000000.0,7605000000.0,3431000000.0,3804000000.0,2994000000.0
1995-04-26,14220000000.0,7624000000.0,3448000000.0,3811000000.0,3003000000.0
1995-04-27,14210000000.0,7643000000.0,3465000000.0,3818000000.0,3011000000.0
1995-04-28,14200000000.0,7663000000.0,3482000000.0,3826000000.0,3021000000.0
1995-04-29,14180000000.0,7678000000.0,3494000000.0,3828000000.0,3026000000.0
1995-04-30,14160000000.0,7691000000.0,3505000000.0,3830000000.0,3031000000.0
1995-05-01,14140000000.0,7702000000.0,3513000000.0,3829000000.0,3034000000.0
1995-05-02,14120000000.0,7709000000.0,3517000000.0,3825000000.0,3032000000.0
1995-05-03,14090000000.0,7714000000.0,3519000000.0,3819000000.0,3029000000.0
1995-05-04,14060000000.0,7719000000.0,3521000000.0,3812000000.0,3026000000.0
1995-05-05,14020000000.0,7721000000.0,3520000000.0,3803000000.0,3021000000.0
1995-05-06,13990000000.0,7728000000.0,3523000000.0,3799000000.0,3020000000.0
1995-05-07,13960000000.0,7732000000.0,3524000000.0,3792000000.0,3017000000.0
1995-05-08,13930000000.0,7731000000.0,3523000000.0,3783000000.0,3012000000.0
1995-05-09,13890000000.0,7731000000.0,3519000000.0,3772000000.0,3006000000.0
1995-05-10,13860000000.0,7730000000.0,3514000000.0,3760000000.0,2998000000.0
1995-05-11,13820000000.0,7726000000.0,3507000000.0,3747000000.0,2989000000.0
1995-05-12,13780000000.0,7725000000.0,3501000000.0,3735000000.0,2982000000.0
1995-05-13,13740000000.0,7722000000.0,3495000000.0,3724000000.0,2974000000.0
1995-05-14,13710000000.0,7722000000.0,3491000000.0,3714000000.0,2969000000.0
1995-05-15,13670000000.0,7721000000.0,3486000000.0,3703000000.0,2964000000.0
1995-05-16,13640000000.0,7724000000.0,3484000000.0,3697000000.0,2962000000.0
1995-05-17,13610000000.0,7729000000.0,3485000000.0,3693000000.0,2964000000.0
1995-05-18,13580000000.0,7733000000.0,3484000000.0,3688000000.0,2964000000.0
1995-05-19,13550000000.0,7736000000.0,3483000000.0,3683000000.0,2964000000.0
1995-05-20,13520000000.0,7738000000.0,3481000000.0,3677000000.0,2964000000.0
1995-05-21,13490000000.0,7739000000.0,3477000000.0,3670000000.0,2963000000.0
1995-05-22,13450000000.0,7738000000.0,3471000000.0,3661000000.0,2960000000.0
1995-05-23,13420000000.0,7734000000.0,3462000000.0,3650000000.0,2955000000.0
1995-05-24,13380000000.0,7728000000.0,3451000000.0,3637000000.0,2948000000.0
1995-05-25,13350000000.0,7725000000.0,3442000000.0,3627000000.0,2944000000.0
1995-05-26,13320000000.0,7720000000.0,3432000000.0,3616000000.0,2940000000.0
1995-05-27,13280000000.0,7713000000.0,3419000000.0,3603000000.0,2933000000.0
1995-05-28,13250000000.0,7706000000.0,3407000000.0,3590000000.0,2928000000.0
1995-05-29,13220000000.0,7697000000.0,3392000000.0,3576000000.0,2921000000.0
1995-05-30,13190000000.0,7690000000.0,3379000000.0,3564000000.0,2933000000.0
1995-05-31,13160000000.0,7681000000.0,3364000000.0,3550000000.0,2927000000.0
1995-06-01,13130000000.0,7674000000.0,3351000000.0,3539000000.0,2924000000.0
1995-06-02,13100000000.0,7667000000.0,3337000000.0,3527000000.0,2929000000.0
1995-06-03,13080000000.0,7662000000.0,3325000000.0,3519000000.0,2929000000.0
1995-06-04,13050000000.0,7652000000.0,3309000000.0,3506000000.0,2925000000.0
1995-06-05,13020000000.0,7641000000.0,3291000000.0,3492000000.0,2926000000.0
1995-06-06,13000000000.0,7627000000.0,3271000000.0,3476000000.0,2923000000.0
1995-06-07,12970000000.0,7612000000.0,3248000000.0,3459000000.0,2927000000.0
1995-06-08,12940000000.0,7594000000.0,3224000000.0,3440000000.0,2921000000.0
1995-06-09,12910000000.0,7576000000.0,3198000000.0,3421000000.0,2930000000.0
1995-06-10,12880000000.0,7557000000.0,3172000000.0,3401000000.0,2921000000.0
1995-06-11,12860000000.0,7537000000.0,3145000000.0,3382000000.0,2930000000.0
1995-06-12,12830000000.0,7517000000.0,3117000000.0,3362000000.0,2921000000.0
1995-06-13,12810000000.0,7496000000.0,3088000000.0,3343000000.0,2931000000.0
1995-06-14,12780000000.0,7476000000.0,3059000000.0,3323000000.0,2922000000.0
1995-06-15,12760000000.0,7457000000.0,3032000000.0,3306000000.0,2932000000.0
1995-06-16,12740000000.0,7437000000.0,3004000000.0,3289000000.0,2926000000.0
1995-06-17,12720000000.0,7413000000.0,2972000000.0,3268000000.0,2922000000.0
1995-06-18,12700000000.0,7391000000.0,2941000000.0,3250000000.0,2933000000.0
1995-06-19,12680000000.0,7366000000.0,2921000000.0,3229000000.0,2924000000.0
1995-06-20,12660000000.0,7338000000.0,2930000000.0,3206000000.0,2924000000.0
1995-06-21,12640000000.0,7310000000.0,2921000000.0,3183000000.0,2925000000.0
1995-06-22,12620000000.0,7279000000.0,2929000000.0,3158000000.0,2922000000.0
1995-06-23,12600000000.0,7250000000.0,2921000000.0,3135000000.0,2929000000.0
1995-06-24,12590000000.0,7219000000.0,2932000000.0,3112000000.0,2921000000.0
1995-06-25,12570000000.0,7188000000.0,2921000000.0,3089000000.0,2933000000.0
1995-06-26,12560000000.0,7165000000.0,2941000000.0,3073000000.0,2931000000.0
1995-06-27,12560000000.0,7146000000.0,2921000000.0,3064000000.0,2937000000.0
1995-06-28,12570000000.0,7135000000.0,2955000000.0,3062000000.0,2950000000.0
1995-06-29,12590000000.0,7131000000.0,2938000000.0,3068000000.0,2970000000.0
1995-06-30,12600000000.0,7120000000.0,2924000000.0,3069000000.0,2987000000.0
1995-07-01,12610000000.0,7109000000.0,2953000000.0,3069000000.0,3003000000.0
1995-07-02,12620000000.0,7100000000.0,2930000000.0,3072000000.0,3022000000.0
1995-07-03,12630000000.0,7086000000.0,2941000000.0,3071000000.0,3038000000.0
1995-07-04,12640000000.0,7067000000.0,2921000000.0,3067000000.0,3050000000.0
1995-07-05,12640000000.0,7043000000.0,2951000000.0,3057000000.0,3057000000.0
1995-07-06,12640000000.0,7017000000.0,2921000000.0,3046000000.0,3063000000.0
1995-07-07,12660000000.0,7008000000.0,2969000000.0,3053000000.0,3088000000.0
1995-07-08,12680000000.0,7003000000.0,2949000000.0,3065000000.0,3118000000.0
1995-07-09,12710000000.0,6996000000.0,2926000000.0,3076000000.0,3148000000.0
1995-07-10,12740000000.0,6999000000.0,2975000000.0,3098000000.0,3188000000.0
1995-07-11,12770000000.0,6995000000.0,2955000000.0,3113000000.0,3223000000.0
1995-07-12,12800000000.0,6988000000.0,2930000000.0,3126000000.0,3255000000.0
1995-07-13,12830000000.0,6983000000.0,2966000000.0,3143000000.0,3292000000.0
1995-07-14,12880000000.0,7001000000.0,2965000000.0,3182000000.0,3351000000.0
1995-07-15,12940000000.0,7021000000.0,2968000000.0,3226000000.0,3416000000.0
1995-07-16,13000000000.0,7049000000.0,2981000000.0,3278000000.0,3489000000.0
1995-07-17,13060000000.0,7075000000.0,2994000000.0,3330000000.0,3562000000.0
1995-07-18,13110000000.0,7087000000.0,2996000000.0,3369000000.0,3622000000.0
1995-07-19,13140000000.0,7084000000.0,2983000000.0,3394000000.0,3668000000.0
1995-07-20,13150000000.0,7068000000.0,2960000000.0,3406000000.0,3702000000.0
1995-07-21,13160000000.0,7042000000.0,2928000000.0,3409000000.0,3727000000.0
1995-07-22,13160000000.0,7008000000.0,2957000000.0,3405000000.0,3744000000.0
1995-07-23,13170000000.0,6975000000.0,2921000000.0,3402000000.0,3763000000.0
1995-07-24,13170000000.0,6937000000.0,2970000000.0,3396000000.0,3778000000.0
1995-07-25,13170000000.0,6898000000.0,2930000000.0,3388000000.0,3792000000.0
1995-07-26,13180000000.0,6862000000.0,2956000000.0,3384000000.0,3810000000.0
1995-07-27,13180000000.0,6822000000.0,2921000000.0,3376000000.0,3823000000.0
1995-07-28,13180000000.0,6779000000.0,2966000000.0,3364000000.0,3832000000.0
1995-07-29,13200000000.0,6748000000.0,2935000000.0,3363000000.0,3854000000.0
1995-07-30,13220000000.0,6721000000.0,2953000000.0,3366000000.0,3878000000.0
1995-07-31,13230000000.0,6690000000.0,2922000000.0,3365000000.0,3897000000.0
1995-08-01,13250000000.0,6657000000.0,2975000000.0,3362000000.0,3915000000.0
1995-08-02,13260000000.0,6624000000.0,2943000000.0,3359000000.0,3932000000.0
1995-08-03,13270000000.0,6588000000.0,2929000000.0,3351000000.0,3945000000.0
1995-08-04,13280000000.0,6550000000.0,2956000000.0,3342000000.0,3955000000.0
1995-08-05,13290000000.0,6510000000.0,2921000000.0,3330000000.0,3963000000.0
1995-08-06,13300000000.0,6472000000.0,2971000000.0,3320000000.0,3971000000.0
1995-08-07,13330000000.0,6454000000.0,2953000000.0,3330000000.0,4000000000.0
1995-08-08,13370000000.0,6443000000.0,2942000000.0,3346000000.0,4034000000.0
1995-08-09,13410000000.0,6427000000.0,2951000000.0,3357000000.0,4063000000.0
1995-08-10,13470000000.0,6441000000.0,2964000000.0,3397000000.0,4121000000.0
1995-08-11,13530000000.0,6445000000.0,2968000000.0,3427000000.0,4167000000.0
1995-08-12,13570000000.0,6445000000.0,2968000000.0,3452000000.0,4208000000.0
1995-08-13,13610000000.0,6436000000.0,2959000000.0,3468000000.0,4240000000.0
1995-08-14,13660000000.0,6433000000.0,2957000000.0,3490000000.0,4277000000.0
1995-08-15,13700000000.0,6426000000.0,2949000000.0,3507000000.0,4307000000.0
1995-08-16,13730000000.0,6410000000.0,2936000000.0,3515000000.0,4328000000.0
1995-08-17,13760000000.0,6387000000.0,2956000000.0,3515000000.0,4342000000.0
1995-08-18,13800000000.0,6380000000.0,2948000000.0,3531000000.0,4369000000.0
1995-08-19,13840000000.0,6368000000.0,2943000000.0,3542000000.0,4390000000.0
1995-08-20,13860000000.0,6348000000.0,2946000000.0,3545000000.0,4404000000.0
1995-08-21,13900000000.0,6332000000.0,2943000000.0,3552000000.0,4419000000.0
1995-08-22,13930000000.0,6318000000.0,2951000000.0,3561000000.0,4435000000.0
1995-08-23,13970000000.0,6300000000.0,2932000000.0,3565000000.0,4446000000.0
1995-08-24,14010000000.0,6291000000.0,2977000000.0,3579000000.0,4465000000.0
1995-08-25,14050000000.0,6280000000.0,2966000000.0,3591000000.0,4482000000.0
1995-08-26,14090000000.0,6266000000.0,2952000000.0,3599000000.0,4494000000.0
1995-08-27,14120000000.0,6245000000.0,2932000000.0,3602000000.0,4498000000.0
1995-08-28,14160000000.0,6229000000.0,2972000000.0,3609000000.0,4507000000.0
1995-08-29,14200000000.0,6218000000.0,2961000000.0,3622000000.0,4519000000.0
1995-08-30,14260000000.0,6220000000.0,2963000000.0,3647000000.0,4542000000.0
1995-08-31,14310000000.0,6217000000.0,2960000000.0,3667000000.0,4559000000.0
1995-09-01,14380000000.0,6232000000.0,2975000000.0,3705000000.0,4593000000.0
1995-09-02,14460000000.0,6251000000.0,2993000000.0,3747000000.0,4629000000.0
1995-09-03,14520000000.0,6256000000.0,2999000000.0,3775000000.0,4649000000.0
1995-09-04,14570000000.0,6251000000.0,2994000000.0,3792000000.0,4657000000.0
1995-09-05,14630000000.0,6252000000.0,2995000000.0,3816000000.0,4669000000.0
1995-09-06,14690000000.0,6258000000.0,3001000000.0,3845000000.0,4685000000.0
1995-09-07,14700000000.0,6257000000.0,3000000000.0,3866000000.0,4691000000.0
1995-09-08,14700000000.0,6246000000.0,2989000000.0,3877000000.0,4685000000.0
1995-09-09,14700000000.0,6227000000.0,2969000000.0,3881000000.0,4670000000.0
1995-09-10,14700000000.0,6199000000.0,2942000000.0,3876000000.0,4644000000.0
1995-09-11,14700000000.0,6168000000.0,2935000000.0,3868000000.0,4613000000.0
1995-09-12,14700000000.0,6132000000.0,2944000000.0,3856000000.0,4578000000.0
1995-09-13,14700000000.0,6091000000.0,2921000000.0,3838000000.0,4536000000.0
1995-09-14,14700000000.0,6046000000.0,2964000000.0,3818000000.0,4491000000.0
1995-09-15,14700000000.0,6001000000.0,2921000000.0,3795000000.0,4443000000.0
1995-09-16,14700000000.0,5955000000.0,2961000000.0,3773000000.0,4395000000.0
1995-09-17,14700000000.0,5914000000.0,2921000000.0,3753000000.0,4349000000.0
1995-09-18,14700000000.0,5877000000.0,2965000000.0,3737000000.0,4305000000.0
1995-09-19,14700000000.0,5839000000.0,2921000000.0,3719000000.0,4258000000.0
1995-09-20,14700000000.0,5801000000.0,2961000000.0,3700000000.0,4210000000.0
1995-09-21,14700000000.0,5763000000.0,2921000000.0,3680000000.0,4161000000.0
1995-09-22,14700000000.0,5730000000.0,2964000000.0,3666000000.0,4116000000.0
1995-09-23,14700000000.0,5700000000.0,2921000000.0,3653000000.0,4072000000.0
1995-09-24,14700000000.0,5670000000.0,2964000000.0,3640000000.0,4027000000.0
1995-09-25,14700000000.0,5642000000.0,2921000000.0,3627000000.0,3982000000.0
1995-09-26,14700000000.0,5614000000.0,2962000000.0,3614000000.0,3935000000.0
1995-09-27,14700000000.0,5583000000.0,2921000000.0,3597000000.0,3884000000.0
1995-09-28,14700000000.0,5553000000.0,2957000000.0,3580000000.0,3832000000.0
1995-09-29,14700000000.0,5522000000.0,2921000000.0,3562000000.0,3778000000.0
1995-09-30,14700000000.0,5493000000.0,2955000000.0,3544000000.0,3723000000.0
1995-10-01,14700000000.0,5466000000.0,2921000000.0,3529000000.0,3670000000.0
1995-10-02,14700000000.0,5438000000.0,2953000000.0,3511000000.0,3614000000.0
1995-10-03,14700000000.0,5409000000.0,2921000000.0,3491000000.0,3555000000.0
1995-10-04,14700000000.0,5379000000.0,2948000000.0,3470000000.0,3494000000.0
1995-10-05,14700000000.0,5350000000.0,2921000000.0,3449000000.0,3432000000.0
1995-10-06,14700000000.0,5323000000.0,2949000000.0,3430000000.0,3371000000.0
1995-10-07,14700000000.0,5297000000.0,2921000000.0,3411000000.0,3309000000.0
1995-10-08,14700000000.0,5271000000.0,2945000000.0,3390000000.0,3245000000.0
1995-10-09,14700000000.0,5245000000.0,2921000000.0,3369000000.0,3180000000.0
1995-10-10,14700000000.0,5218000000.0,2943000000.0,3348000000.0,3116000000.0
1995-10-11,14700000000.0,5194000000.0,2921000000.0,3327000000.0,3052000000.0
1995-10-12,14700000000.0,5168000000.0,2940000000.0,3304000000.0,2986000000.0
1995-10-13,14700000000.0,5142000000.0,2921000000.0,3281000000.0,2921000000.0
1995-10-14,14700000000.0,5116000000.0,2938000000.0,3258000000.0,2938000000.0
1995-10-15,14700000000.0,5091000000.0,2921000000.0,3234000000.0,2921000000.0
1995-10-16,14700000000.0,5068000000.0,2938000000.0,3211000000.0,2938000000.0
1995-10-17,14700000000.0,5045000000.0,2921000000.0,3189000000.0,2921000000.0
1995-10-18,14700000000.0,5023000000.0,2936000000.0,3166000000.0,2936000000.0
1995-10-19,14700000000.0,5001000000.0,2921000000.0,3144000000.0,2921000000.0
1995-10-20,14700000000.0,4979000000.0,2934000000.0,3120000000.0,2934000000.0
1995-10-21,14700000000.0,4958000000.0,2921000000.0,3097000000.0,2921000000.0
1995-10-22,14700000000.0,4949000000.0,2945000000.0,3086000000.0,2945000000.0
1995-10-23,14700000000.0,4940000000.0,2921000000.0,3074000000.0,2921000000.0
1995-10-24,14700000000.0,4934000000.0,2946000000.0,3065000000.0,2946000000.0
1995-10-25,14700000000.0,4926000000.0,2921000000.0,3054000000.0,2921000000.0
1995-10-26,14700000000.0,4918000000.0,2942000000.0,3042000000.0,2942000000.0
1995-10-27,14700000000.0,4908000000.0,2921000000.0,3028000000.0,2921000000.0
1995-10-28,14700000000.0,4897000000.0,2938000000.0,3012000000.0,2938000000.0
1995-10-29,14700000000.0,4886000000.0,2921000000.0,2996000000.0,2921000000.0
1995-10-30,14700000000.0,4874000000.0,2936000000.0,2979000000.0,2936000000.0
1995-10-31,14700000000.0,4863000000.0,2921000000.0,2962000000.0,2921000000.0
1995-11-01,14700000000.0,4854000000.0,2936000000.0,2946000000.0,2936000000.0
1995-11-02,14700000000.0,4847000000.0,2921000000.0,2933000000.0,2921000000.0
1995-11-03,14700000000.0,4839000000.0,2936000000.0,2921000000.0,2936000000.0
1995-11-04,14700000000.0,4831000000.0,2921000000.0,2935000000.0,2921000000.0
1995-11-05,14700000000.0,4822000000.0,2934000000.0,2921000000.0,2934000000.0
1995-11-06,14700000000.0,4813000000.0,2921000000.0,2933000000.0,2921000000.0
1995-11-07,14700000000.0,4804000000.0,2932000000.0,2921000000.0,2932000000.0
1995-11-08,14700000000.0,4795000000.0,2921000000.0,2932000000.0,2921000000.0
1995-11-09,14700000000.0,4787000000.0,2932000000.0,2921000000.0,2932000000.0
1995-11-10,14700000000.0,4779000000.0,2921000000.0,2931000000.0,2921000000.0
1995-11-11,14700000000.0,4771000000.0,2931000000.0,2921000000.0,2931000000.0
1995-11-12,14700000000.0,4765000000.0,2921000000.0,2932000000.0,2921000000.0
1995-11-13,14700000000.0,4758000000.0,2931000000.0,2921000000.0,2931000000.0
1995-11-14,14700000000.0,4752000000.0,2921000000.0,2931000000.0,2921000000.0
1995-11-15,14700000000.0,4747000000.0,2931000000.0,2921000000.0,2931000000.0
1995-11-16,14700000000.0,4742000000.0,2921000000.0,2931000000.0,2921000000.0
1995-11-17,14700000000.0,4738000000.0,2932000000.0,2921000000.0,2932000000.0
1995-11-18,14700000000.0,4734000000.0,2921000000.0,2931000000.0,2921000000.0
1995-11-19,14700000000.0,4730000000.0,2931000000.0,2921000000.0,2931000000.0
1995-11-20,14700000000.0,4727000000.0,2921000000.0,2931000000.0,2921000000.0
1995-11-21,14700000000.0,4723000000.0,2931000000.0,2921000000.0,2931000000.0
1995-11-22,14700000000.0,4721000000.0,2921000000.0,2931000000.0,2921000000.0
1995-11-23,14700000000.0,4719000000.0,2931000000.0,2921000000.0,2931000000.0
1995-11-24,14700000000.0,4717000000.0,2921000000.0,2930000000.0,2921000000.0
1995-11-25,14700000000.0,4715000000.0,2930000000.0,2921000000.0,2930000000.0
1995-11-26,14700000000.0,4713000000.0,2921000000.0,2930000000.0,2921000000.0
1995-11-27,14700000000.0,4712000000.0,2930000000.0,2921000000.0,2930000000.0
1995-11-28,14700000000.0,4710000000.0,2922000000.0,2930000000.0,2921000000.0
1995-11-29,14700000000.0,4709000000.0,2929000000.0,2921000000.0,2930000000.0
1995-11-30,14700000000.0,4708000000.0,2921000000.0,2929000000.0,2921000000.0
1995-12-01,14700000000.0,4707000000.0,2929000000.0,2921000000.0,2929000000.0
1995-12-02,14700000000.0,4706000000.0,2922000000.0,2929000000.0,2921000000.0
1995-12-03,14700000000.0,4705000000.0,2928000000.0,2921000000.0,2929000000.0
1995-12-04,14700000000.0,4705000000.0,2921000000.0,2929000000.0,2921000000.0
1995-12-05,14700000000.0,4704000000.0,2929000000.0,2921000000.0,2929000000.0
1995-12-06,14700000000.0,4705000000.0,2924000000.0,2930000000.0,2921000000.0
1995-12-07,14700000000.0,4707000000.0,2925000000.0,2921000000.0,2931000000.0
1995-12-08,14700000000.0,4709000000.0,2924000000.0,2931000000.0,2921000000.0
1995-12-09,14700000000.0,4710000000.0,2925000000.0,2921000000.0,2930000000.0
1995-12-10,14700000000.0,4712000000.0,2922000000.0,2930000000.0,2921000000.0
1995-12-11,14700000000.0,4713000000.0,2928000000.0,2921000000.0,2930000000.0
1995-12-12,14700000000.0,4719000000.0,2930000000.0,2934000000.0,2921000000.0
1995-12-13,14700000000.0,4725000000.0,2930000000.0,2925000000.0,2933000000.0
1995-12-14,14700000000.0,4730000000.0,2931000000.0,2924000000.0,2921000000.0
1995-12-15,14700000000.0,4735000000.0,2931000000.0,2926000000.0,2932000000.0
1995-12-16,14700000000.0,4739000000.0,2931000000.0,2922000000.0,2921000000.0
1995-12-17,14700000000.0,4743000000.0,2932000000.0,2930000000.0,2932000000.0
1995-12-18,14700000000.0,4749000000.0,2934000000.0,2922000000.0,2921000000.0
1995-12-19,14700000000.0,4755000000.0,2936000000.0,2932000000.0,2933000000.0
1995-12-20,14700000000.0,4763000000.0,2940000000.0,2926000000.0,2921000000.0
1995-12-21,14700000000.0,4769000000.0,2944000000.0,2923000000.0,2934000000.0
1995-12-22,14700000000.0,4774000000.0,2946000000.0,2929000000.0,2921000000.0
1995-12-23,14700000000.0,4779000000.0,2948000000.0,2921000000.0,2932000000.0
1995-12-24,14700000000.0,4783000000.0,2949000000.0,2931000000.0,2921000000.0
1995-12-25,14700000000.0,4786000000.0,2950000000.0,2921000000.0,2931000000.0
1995-12-26,14700000000.0,4790000000.0,2952000000.0,2931000000.0,2921000000.0
1995-12-27,14700000000.0,4793000000.0,2954000000.0,2922000000.0,2931000000.0
1995-12-28,14700000000.0,4798000000.0,2957000000.0,2931000000.0,2921000000.0
1995-12-29,14700000000.0,4804000000.0,2962000000.0,2925000000.0,2933000000.0
1995-12-30,14700000000.0,4810000000.0,2966000000.0,2926000000.0,2921000000.0
1995-12-31,14700000000.0,4816000000.0,2970000000.0,2923000000.0,2933000000.0
1996-01-01,14700000000.0,4821000000.0,2975000000.0,2930000000.0,2921000000.0
1996-01-02,14700000000.0,4825000000.0,2978000000.0,2921000000.0,2931000000.0
1996-01-03,14700000000.0,4829000000.0,2981000000.0,2931000000.0,2921000000.0
1996-01-04,14700000000.0,4832000000.0,2984000000.0,2922000000.0,2931000000.0
1996-01-05,14700000000.0,4836000000.0,2987000000.0,2930000000.0,2921000000.0
1996-01-06,14700000000.0,4841000000.0,2992000000.0,2922000000.0,2932000000.0
1996-01-07,14700000000.0,4845000000.0,2996000000.0,2929000000.0,2921000000.0
1996-01-08,14700000000.0,4849000000.0,3000000000.0,2921000000.0,2931000000.0
1996-01-09,14700000000.0,4852000000.0,3002000000.0,2930000000.0,2921000000.0
1996-01-10,14700000000.0,4854000000.0,3005000000.0,2921000000.0,2930000000.0
1996-01-11,14700000000.0,4856000000.0,3007000000.0,2930000000.0,2921000000.0
1996-01-12,14700000000.0,4859000000.0,3010000000.0,2921000000.0,2930000000.0
1996-01-13,14700000000.0,4862000000.0,3013000000.0,2930000000.0,2921000000.0
1996-01-14,14700000000.0,4865000000.0,3016000000.0,2921000000.0,2930000000.0
1996-01-15,14700000000.0,4868000000.0,3019000000.0,2931000000.0,2921000000.0
1996-01-16,14700000000.0,4871000000.0,3022000000.0,2921000000.0,2930000000.0
1996-01-17,14700000000.0,4874000000.0,3025000000.0,2930000000.0,2921000000.0
1996-01-18,14700000000.0,4882000000.0,3033000000.0,2926000000.0,2936000000.0
1996-01-19,14700000000.0,4889000000.0,3040000000.0,2924000000.0,2924000000.0
1996-01-20,14700000000.0,4895000000.0,3046000000.0,2926000000.0,2928000000.0
1996-01-21,14700000000.0,4900000000.0,3051000000.0,2922000000.0,2921000000.0
1996-01-22,14700000000.0,4904000000.0,3054000000.0,2929000000.0,2931000000.0
1996-01-23,14700000000.0,4911000000.0,3061000000.0,2924000000.0,2921000000.0
1996-01-24,14700000000.0,4919000000.0,3070000000.0,2931000000.0,2936000000.0
1996-01-25,14700000000.0,4926000000.0,3077000000.0,2926000000.0,2924000000.0
1996-01-26,14700000000.0,4931000000.0,3082000000.0,2924000000.0,2926000000.0
1996-01-27,14700000000.0,4936000000.0,3087000000.0,2926000000.0,2921000000.0
1996-01-28,14700000000.0,4939000000.0,3090000000.0,2921000000.0,2931000000.0
1996-01-29,14700000000.0,4942000000.0,3093000000.0,2930000000.0,2921000000.0
1996-01-30,14700000000.0,4944000000.0,3095000000.0,2921000000.0,2929000000.0
1996-01-31,14700000000.0,4945000000.0,3096000000.0,2929000000.0,2921000000.0
1996-02-01,14700000000.0,4946000000.0,3097000000.0,2921000000.0,2929000000.0
1996-02-02,14690000000.0,4948000000.0,3099000000.0,2928000000.0,2921000000.0
1996-02-03,14690000000.0,4948000000.0,3099000000.0,2921000000.0,2928000000.0
1996-02-04,14690000000.0,4949000000.0,3100000000.0,2928000000.0,2921000000.0
1996-02-05,14690000000.0,4950000000.0,3101000000.0,2921000000.0,2928000000.0
1996-02-06,14690000000.0,4951000000.0,3102000000.0,2928000000.0,2921000000.0
1996-02-07,14680000000.0,4951000000.0,3102000000.0,2921000000.0,2928000000.0
1996-02-08,14680000000.0,4951000000.0,3102000000.0,2927000000.0,2921000000.0
1996-02-09,14680000000.0,4951000000.0,3102000000.0,2921000000.0,2927000000.0
1996-02-10,14670000000.0,4951000000.0,3102000000.0,2927000000.0,2921000000.0
1996-02-11,14670000000.0,4950000000.0,3102000000.0,2921000000.0,2927000000.0
1996-02-12,14670000000.0,4950000000.0,3101000000.0,2927000000.0,2921000000.0
1996-02-13,14660000000.0,4950000000.0,3101000000.0,2921000000.0,2927000000.0
1996-02-14,14660000000.0,4950000000.0,3101000000.0,2927000000.0,2921000000.0
1996-02-15,14650000000.0,4948000000.0,3100000000.0,2921000000.0,2926000000.0
1996-02-16,14650000000.0,4947000000.0,3099000000.0,2926000000.0,2921000000.0
1996-02-17,14640000000.0,4946000000.0,3097000000.0,2921000000.0,2926000000.0
1996-02-18,14640000000.0,4944000000.0,3095000000.0,2926000000.0,2921000000.0
1996-02-19,14630000000.0,4942000000.0,3094000000.0,2921000000.0,2925000000.0
1996-02-20,14630000000.0,4941000000.0,3092000000.0,2925000000.0,2921000000.0
1996-02-21,14620000000.0,4939000000.0,3090000000.0,2921000000.0,2926000000.0
1996-02-22,14620000000.0,4937000000.0,3089000000.0,2926000000.0,2921000000.0
1996-02-23,14610000000.0,4936000000.0,3087000000.0,2921000000.0,2926000000.0
1996-02-24,14610000000.0,4936000000.0,3087000000.0,2927000000.0,2921000000.0
1996-02-25,14600000000.0,4937000000.0,3088000000.0,2921000000.0,2928000000.0
1996-02-26,14600000000.0,4937000000.0,3088000000.0,2927000000.0,2921000000.0
1996-02-27,14600000000.0,4940000000.0,3091000000.0,2921000000.0,2930000000.0
